instant,dteday,weathersit,temp,atemp,hum,windspeed,cnt,month,day,year,day of week,quarter,days passed,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Weekend
12327,2/6/2012,1,0.64,0.6212,0.36,0.1642,554,6,2,2012,6,2,518,0,0,0,0,0,1,1
12328,2/6/2012,1,0.62,0.6212,0.35,0.2836,399,6,2,2012,6,2,518,0,0,0,0,0,1,1
12329,2/6/2012,1,0.6,0.6212,0.4,0.1045,316,6,2,2012,6,2,518,0,0,0,0,0,1,1
12330,2/6/2012,1,0.58,0.5455,0.46,0.1343,228,6,2,2012,6,2,518,0,0,0,0,0,1,1
12331,2/6/2012,1,0.56,0.5303,0.52,0.1045,238,6,2,2012,6,2,518,0,0,0,0,0,1,1
12332,3/6/2012,1,0.54,0.5152,0.6,0.1642,169,6,3,2012,7,2,519,0,0,0,0,0,0,1
12333,3/6/2012,1,0.54,0.5152,0.56,0.1343,121,6,3,2012,7,2,519,0,0,0,0,0,0,1
12334,3/6/2012,1,0.52,0.5,0.59,0.1045,89,6,3,2012,7,2,519,0,0,0,0,0,0,1
12335,3/6/2012,1,0.52,0.5,0.63,0.1045,50,6,3,2012,7,2,519,0,0,0,0,0,0,1
12336,3/6/2012,1,0.5,0.4848,0.72,0.0896,13,6,3,2012,7,2,519,0,0,0,0,0,0,1
12337,3/6/2012,1,0.5,0.4848,0.68,0,12,6,3,2012,7,2,519,0,0,0,0,0,0,1
12338,3/6/2012,1,0.46,0.4545,0.82,0.1045,22,6,3,2012,7,2,519,0,0,0,0,0,0,1
12339,3/6/2012,1,0.5,0.4848,0.68,0.1045,35,6,3,2012,7,2,519,0,0,0,0,0,0,1
12340,3/6/2012,1,0.54,0.5152,0.6,0.0896,140,6,3,2012,7,2,519,0,0,0,0,0,0,1
12341,3/6/2012,1,0.6,0.6212,0.46,0.194,300,6,3,2012,7,2,519,0,0,0,0,0,0,1
12342,3/6/2012,1,0.62,0.6212,0.43,0.2239,404,6,3,2012,7,2,519,0,0,0,0,0,0,1
12343,3/6/2012,1,0.64,0.6212,0.41,0.2537,511,6,3,2012,7,2,519,0,0,0,0,0,0,1
12344,3/6/2012,1,0.66,0.6212,0.39,0.2985,684,6,3,2012,7,2,519,0,0,0,0,0,0,1
12345,3/6/2012,1,0.68,0.6364,0.36,0.2836,686,6,3,2012,7,2,519,0,0,0,0,0,0,1
12346,3/6/2012,1,0.68,0.6364,0.36,0.3284,678,6,3,2012,7,2,519,0,0,0,0,0,0,1
12347,3/6/2012,1,0.7,0.6364,0.34,0,644,6,3,2012,7,2,519,0,0,0,0,0,0,1
12348,3/6/2012,1,0.7,0.6364,0.34,0.2985,662,6,3,2012,7,2,519,0,0,0,0,0,0,1
12349,3/6/2012,1,0.7,0.6364,0.34,0.2537,578,6,3,2012,7,2,519,0,0,0,0,0,0,1
12350,3/6/2012,1,0.7,0.6364,0.34,0.2537,496,6,3,2012,7,2,519,0,0,0,0,0,0,1
12351,3/6/2012,1,0.68,0.6364,0.34,0.2836,453,6,3,2012,7,2,519,0,0,0,0,0,0,1
12352,3/6/2012,1,0.66,0.6212,0.39,0.194,314,6,3,2012,7,2,519,0,0,0,0,0,0,1
12353,3/6/2012,1,0.62,0.6212,0.43,0.1642,246,6,3,2012,7,2,519,0,0,0,0,0,0,1
12354,3/6/2012,1,0.62,0.6212,0.5,0.3881,226,6,3,2012,7,2,519,0,0,0,0,0,0,1
12355,3/6/2012,1,0.58,0.5455,0.53,0.1045,108,6,3,2012,7,2,519,0,0,0,0,0,0,1
12356,4/6/2012,1,0.58,0.5455,0.53,0,49,6,4,2012,1,2,520,1,0,0,0,0,0,0
12357,4/6/2012,3,0.56,0.5303,0.6,0.1642,14,6,4,2012,1,2,520,1,0,0,0,0,0,0
12358,4/6/2012,1,0.56,0.5303,0.6,0.2239,11,6,4,2012,1,2,520,1,0,0,0,0,0,0
12359,4/6/2012,2,0.56,0.5303,0.6,0.1642,5,6,4,2012,1,2,520,1,0,0,0,0,0,0
12360,4/6/2012,1,0.54,0.5152,0.64,0.0896,8,6,4,2012,1,2,520,1,0,0,0,0,0,0
12361,4/6/2012,1,0.52,0.5,0.68,0,35,6,4,2012,1,2,520,1,0,0,0,0,0,0
12362,4/6/2012,1,0.52,0.5,0.68,0,139,6,4,2012,1,2,520,1,0,0,0,0,0,0
12363,4/6/2012,1,0.56,0.5303,0.6,0.2239,517,6,4,2012,1,2,520,1,0,0,0,0,0,0
12364,4/6/2012,1,0.6,0.6212,0.49,0.2239,665,6,4,2012,1,2,520,1,0,0,0,0,0,0
12365,4/6/2012,1,0.62,0.6212,0.43,0.2836,282,6,4,2012,1,2,520,1,0,0,0,0,0,0
12366,4/6/2012,1,0.64,0.6212,0.41,0.4627,187,6,4,2012,1,2,520,1,0,0,0,0,0,0
12367,4/6/2012,1,0.64,0.6212,0.38,0.4925,239,6,4,2012,1,2,520,1,0,0,0,0,0,0
12368,4/6/2012,1,0.64,0.6212,0.41,0.4478,282,6,4,2012,1,2,520,1,0,0,0,0,0,0
12369,4/6/2012,1,0.64,0.6212,0.41,0.3582,274,6,4,2012,1,2,520,1,0,0,0,0,0,0
12370,4/6/2012,1,0.62,0.6212,0.41,0.4925,270,6,4,2012,1,2,520,1,0,0,0,0,0,0
12371,4/6/2012,1,0.66,0.6212,0.39,0.2985,292,6,4,2012,1,2,520,1,0,0,0,0,0,0
12372,4/6/2012,1,0.66,0.6212,0.39,0.4627,448,6,4,2012,1,2,520,1,0,0,0,0,0,0
12373,4/6/2012,1,0.64,0.6212,0.38,0.4478,834,6,4,2012,1,2,520,1,0,0,0,0,0,0
12374,4/6/2012,1,0.64,0.6212,0.38,0.3881,822,6,4,2012,1,2,520,1,0,0,0,0,0,0
12375,4/6/2012,1,0.62,0.6212,0.38,0.4179,645,6,4,2012,1,2,520,1,0,0,0,0,0,0
12376,4/6/2012,1,0.6,0.6212,0.4,0.3582,461,6,4,2012,1,2,520,1,0,0,0,0,0,0
12377,4/6/2012,1,0.58,0.5455,0.49,0.2537,265,6,4,2012,1,2,520,1,0,0,0,0,0,0
12378,4/6/2012,1,0.56,0.5303,0.52,0.2836,168,6,4,2012,1,2,520,1,0,0,0,0,0,0
12379,4/6/2012,1,0.58,0.5455,0.49,0.2985,86,6,4,2012,1,2,520,1,0,0,0,0,0,0
12380,5/6/2012,1,0.54,0.5152,0.68,0.4179,34,6,5,2012,2,2,521,0,1,0,0,0,0,0
12381,5/6/2012,2,0.52,0.5,0.77,0.3284,20,6,5,2012,2,2,521,0,1,0,0,0,0,0
12382,5/6/2012,3,0.52,0.5,0.72,0.2985,8,6,5,2012,2,2,521,0,1,0,0,0,0,0
12383,5/6/2012,3,0.5,0.4848,0.82,0.194,5,6,5,2012,2,2,521,0,1,0,0,0,0,0
12384,5/6/2012,3,0.5,0.4848,0.82,0.194,5,6,5,2012,2,2,521,0,1,0,0,0,0,0
12385,5/6/2012,3,0.48,0.4697,0.82,0.1642,36,6,5,2012,2,2,521,0,1,0,0,0,0,0
12386,5/6/2012,1,0.48,0.4697,0.82,0.2537,184,6,5,2012,2,2,521,0,1,0,0,0,0,0
12387,5/6/2012,1,0.48,0.4697,0.77,0.2985,569,6,5,2012,2,2,521,0,1,0,0,0,0,0
12388,5/6/2012,2,0.48,0.4697,0.77,0.2239,710,6,5,2012,2,2,521,0,1,0,0,0,0,0
12389,5/6/2012,2,0.52,0.5,0.72,0.2537,335,6,5,2012,2,2,521,0,1,0,0,0,0,0
12390,5/6/2012,2,0.52,0.5,0.63,0.2985,176,6,5,2012,2,2,521,0,1,0,0,0,0,0
12391,5/6/2012,2,0.56,0.5303,0.56,0.194,227,6,5,2012,2,2,521,0,1,0,0,0,0,0
12392,5/6/2012,2,0.54,0.5152,0.56,0.2239,247,6,5,2012,2,2,521,0,1,0,0,0,0,0
12393,5/6/2012,2,0.6,0.6212,0.46,0.1642,267,6,5,2012,2,2,521,0,1,0,0,0,0,0
12394,5/6/2012,2,0.58,0.5455,0.46,0.1642,276,6,5,2012,2,2,521,0,1,0,0,0,0,0
12395,5/6/2012,2,0.58,0.5455,0.46,0.1343,272,6,5,2012,2,2,521,0,1,0,0,0,0,0
12396,5/6/2012,1,0.6,0.6212,0.43,0.194,473,6,5,2012,2,2,521,0,1,0,0,0,0,0
12397,5/6/2012,1,0.6,0.6212,0.43,0,850,6,5,2012,2,2,521,0,1,0,0,0,0,0
12398,5/6/2012,1,0.6,0.6212,0.43,0.194,790,6,5,2012,2,2,521,0,1,0,0,0,0,0
12399,5/6/2012,1,0.58,0.5455,0.46,0.2537,513,6,5,2012,2,2,521,0,1,0,0,0,0,0
12400,5/6/2012,1,0.56,0.5303,0.49,0.2239,415,6,5,2012,2,2,521,0,1,0,0,0,0,0
12401,5/6/2012,1,0.54,0.5152,0.56,0.1642,283,6,5,2012,2,2,521,0,1,0,0,0,0,0
12402,5/6/2012,1,0.56,0.5303,0.52,0.1045,193,6,5,2012,2,2,521,0,1,0,0,0,0,0
12403,5/6/2012,1,0.54,0.5152,0.56,0.0896,113,6,5,2012,2,2,521,0,1,0,0,0,0,0
12404,6/6/2012,1,0.52,0.5,0.59,0.0896,49,6,6,2012,3,2,522,0,0,1,0,0,0,0
12405,6/6/2012,1,0.52,0.5,0.68,0,27,6,6,2012,3,2,522,0,0,1,0,0,0,0
12406,6/6/2012,1,0.5,0.4848,0.68,0,11,6,6,2012,3,2,522,0,0,1,0,0,0,0
12407,6/6/2012,1,0.46,0.4545,0.82,0,8,6,6,2012,3,2,522,0,0,1,0,0,0,0
12408,6/6/2012,1,0.46,0.4545,0.82,0.1045,10,6,6,2012,3,2,522,0,0,1,0,0,0,0
12409,6/6/2012,1,0.48,0.4697,0.77,0,38,6,6,2012,3,2,522,0,0,1,0,0,0,0
12410,6/6/2012,1,0.48,0.4697,0.77,0,172,6,6,2012,3,2,522,0,0,1,0,0,0,0
12411,6/6/2012,1,0.5,0.4848,0.72,0,547,6,6,2012,3,2,522,0,0,1,0,0,0,0
12412,6/6/2012,1,0.54,0.5152,0.68,0,668,6,6,2012,3,2,522,0,0,1,0,0,0,0
12413,6/6/2012,1,0.56,0.5303,0.6,0.0896,303,6,6,2012,3,2,522,0,0,1,0,0,0,0
12414,6/6/2012,1,0.6,0.6212,0.46,0.0896,203,6,6,2012,3,2,522,0,0,1,0,0,0,0
12415,6/6/2012,1,0.62,0.6212,0.43,0.0896,226,6,6,2012,3,2,522,0,0,1,0,0,0,0
12416,6/6/2012,1,0.62,0.6212,0.38,0,315,6,6,2012,3,2,522,0,0,1,0,0,0,0
12417,6/6/2012,1,0.62,0.6212,0.41,0.0896,303,6,6,2012,3,2,522,0,0,1,0,0,0,0
12418,6/6/2012,1,0.64,0.6212,0.38,0,302,6,6,2012,3,2,522,0,0,1,0,0,0,0
12419,6/6/2012,1,0.64,0.6212,0.38,0,300,6,6,2012,3,2,522,0,0,1,0,0,0,0
12420,6/6/2012,1,0.64,0.6212,0.41,0.1343,452,6,6,2012,3,2,522,0,0,1,0,0,0,0
12421,6/6/2012,1,0.62,0.6212,0.43,0.1343,724,6,6,2012,3,2,522,0,0,1,0,0,0,0
12422,6/6/2012,3,0.6,0.6212,0.53,0.194,782,6,6,2012,3,2,522,0,0,1,0,0,0,0
12423,6/6/2012,1,0.56,0.5303,0.73,0.2985,538,6,6,2012,3,2,522,0,0,1,0,0,0,0
12424,6/6/2012,1,0.54,0.5152,0.73,0.2836,408,6,6,2012,3,2,522,0,0,1,0,0,0,0
12425,6/6/2012,1,0.54,0.5152,0.73,0.1642,298,6,6,2012,3,2,522,0,0,1,0,0,0,0
12426,6/6/2012,1,0.52,0.5,0.77,0.0896,248,6,6,2012,3,2,522,0,0,1,0,0,0,0
12427,6/6/2012,1,0.52,0.5,0.77,0,123,6,6,2012,3,2,522,0,0,1,0,0,0,0
12428,7/6/2012,1,0.52,0.5,0.77,0.1343,59,6,7,2012,4,2,523,0,0,0,1,0,0,0
12429,7/6/2012,1,0.52,0.5,0.77,0.1642,22,6,7,2012,4,2,523,0,0,0,1,0,0,0
12430,7/6/2012,1,0.52,0.5,0.77,0.0896,12,6,7,2012,4,2,523,0,0,0,1,0,0,0
12431,7/6/2012,1,0.5,0.4848,0.77,0.1045,5,6,7,2012,4,2,523,0,0,0,1,0,0,0
12432,7/6/2012,1,0.46,0.4545,0.88,0.1045,6,6,7,2012,4,2,523,0,0,0,1,0,0,0
12433,7/6/2012,1,0.48,0.4697,0.82,0.0896,34,6,7,2012,4,2,523,0,0,0,1,0,0,0
12434,7/6/2012,1,0.46,0.4545,0.88,0.1045,170,6,7,2012,4,2,523,0,0,0,1,0,0,0
12435,7/6/2012,1,0.5,0.4848,0.82,0.1642,526,6,7,2012,4,2,523,0,0,0,1,0,0,0
12436,7/6/2012,1,0.52,0.5,0.77,0,681,6,7,2012,4,2,523,0,0,0,1,0,0,0
12437,7/6/2012,1,0.58,0.5455,0.68,0,337,6,7,2012,4,2,523,0,0,0,1,0,0,0
12438,7/6/2012,1,0.6,0.6061,0.64,0.0896,210,6,7,2012,4,2,523,0,0,0,1,0,0,0
12439,7/6/2012,1,0.66,0.6212,0.47,0.2239,237,6,7,2012,4,2,523,0,0,0,1,0,0,0
12440,7/6/2012,1,0.7,0.6364,0.42,0,336,6,7,2012,4,2,523,0,0,0,1,0,0,0
12441,7/6/2012,1,0.7,0.6364,0.37,0.2836,315,6,7,2012,4,2,523,0,0,0,1,0,0,0
12442,7/6/2012,1,0.72,0.6515,0.37,0.2537,265,6,7,2012,4,2,523,0,0,0,1,0,0,0
12443,7/6/2012,1,0.74,0.6515,0.3,0,333,6,7,2012,4,2,523,0,0,0,1,0,0,0
12444,7/6/2012,1,0.72,0.6515,0.34,0.2239,466,6,7,2012,4,2,523,0,0,0,1,0,0,0
12445,7/6/2012,1,0.72,0.6515,0.34,0.2537,869,6,7,2012,4,2,523,0,0,0,1,0,0,0
12446,7/6/2012,1,0.7,0.6364,0.34,0.2836,813,6,7,2012,4,2,523,0,0,0,1,0,0,0
12447,7/6/2012,1,0.7,0.6364,0.34,0.2836,602,6,7,2012,4,2,523,0,0,0,1,0,0,0
12448,7/6/2012,1,0.66,0.6212,0.36,0.2985,478,6,7,2012,4,2,523,0,0,0,1,0,0,0
12449,7/6/2012,1,0.62,0.6212,0.41,0.3284,313,6,7,2012,4,2,523,0,0,0,1,0,0,0
12450,7/6/2012,1,0.6,0.6212,0.46,0.1642,228,6,7,2012,4,2,523,0,0,0,1,0,0,0
12451,7/6/2012,1,0.56,0.5303,0.52,0.1343,177,6,7,2012,4,2,523,0,0,0,1,0,0,0
12452,8/6/2012,1,0.56,0.5303,0.56,0.1642,77,6,8,2012,5,2,524,0,0,0,0,1,0,0
12453,8/6/2012,1,0.56,0.5303,0.56,0.1642,29,6,8,2012,5,2,524,0,0,0,0,1,0,0
12454,8/6/2012,1,0.56,0.5303,0.56,0,19,6,8,2012,5,2,524,0,0,0,0,1,0,0
12455,8/6/2012,1,0.54,0.5152,0.6,0.0896,8,6,8,2012,5,2,524,0,0,0,0,1,0,0
12456,8/6/2012,1,0.52,0.5,0.63,0,10,6,8,2012,5,2,524,0,0,0,0,1,0,0
12457,8/6/2012,1,0.5,0.4848,0.72,0.1045,29,6,8,2012,5,2,524,0,0,0,0,1,0,0
12458,8/6/2012,1,0.52,0.5,0.68,0.0896,139,6,8,2012,5,2,524,0,0,0,0,1,0,0
12459,8/6/2012,1,0.52,0.5,0.72,0.1045,428,6,8,2012,5,2,524,0,0,0,0,1,0,0
12460,8/6/2012,1,0.58,0.5455,0.6,0.0896,700,6,8,2012,5,2,524,0,0,0,0,1,0,0
12461,8/6/2012,1,0.62,0.6212,0.53,0.1642,382,6,8,2012,5,2,524,0,0,0,0,1,0,0
12462,8/6/2012,1,0.66,0.6212,0.47,0.2537,249,6,8,2012,5,2,524,0,0,0,0,1,0,0
12463,8/6/2012,1,0.7,0.6364,0.42,0.2537,264,6,8,2012,5,2,524,0,0,0,0,1,0,0
12464,8/6/2012,1,0.72,0.6515,0.39,0.3284,369,6,8,2012,5,2,524,0,0,0,0,1,0,0
12465,8/6/2012,1,0.74,0.6515,0.37,0.2537,416,6,8,2012,5,2,524,0,0,0,0,1,0,0
12466,8/6/2012,1,0.76,0.6667,0.31,0.3881,373,6,8,2012,5,2,524,0,0,0,0,1,0,0
12467,8/6/2012,1,0.76,0.6667,0.29,0.2836,397,6,8,2012,5,2,524,0,0,0,0,1,0,0
12468,8/6/2012,1,0.76,0.6667,0.29,0.2985,523,6,8,2012,5,2,524,0,0,0,0,1,0,0
12469,8/6/2012,1,0.76,0.6667,0.29,0.194,793,6,8,2012,5,2,524,0,0,0,0,1,0,0
12470,8/6/2012,1,0.76,0.6667,0.27,0.2239,723,6,8,2012,5,2,524,0,0,0,0,1,0,0
12471,8/6/2012,1,0.74,0.6515,0.3,0.2239,555,6,8,2012,5,2,524,0,0,0,0,1,0,0
12472,8/6/2012,1,0.72,0.6515,0.32,0.1343,408,6,8,2012,5,2,524,0,0,0,0,1,0,0
12473,8/6/2012,1,0.7,0.6364,0.37,0.1343,339,6,8,2012,5,2,524,0,0,0,0,1,0,0
12474,8/6/2012,1,0.68,0.6364,0.41,0.1045,291,6,8,2012,5,2,524,0,0,0,0,1,0,0
12475,8/6/2012,1,0.64,0.6212,0.57,0.1642,215,6,8,2012,5,2,524,0,0,0,0,1,0,0
12476,9/6/2012,1,0.64,0.6212,0.53,0.1045,206,6,9,2012,6,2,525,0,0,0,0,0,1,1
12477,9/6/2012,1,0.64,0.6212,0.53,0.0896,123,6,9,2012,6,2,525,0,0,0,0,0,1,1
12478,9/6/2012,1,0.64,0.6212,0.5,0.2239,89,6,9,2012,6,2,525,0,0,0,0,0,1,1
12479,9/6/2012,1,0.62,0.6212,0.57,0,40,6,9,2012,6,2,525,0,0,0,0,0,1,1
12480,9/6/2012,1,0.62,0.6212,0.57,0,8,6,9,2012,6,2,525,0,0,0,0,0,1,1
12481,9/6/2012,1,0.6,0.6212,0.56,0.1045,19,6,9,2012,6,2,525,0,0,0,0,0,1,1
12482,9/6/2012,1,0.56,0.5303,0.64,0.1045,80,6,9,2012,6,2,525,0,0,0,0,0,1,1
12483,9/6/2012,1,0.58,0.5455,0.64,0.1045,87,6,9,2012,6,2,525,0,0,0,0,0,1,1
12484,9/6/2012,1,0.62,0.6061,0.61,0.1045,244,6,9,2012,6,2,525,0,0,0,0,0,1,1
12485,9/6/2012,1,0.64,0.6212,0.57,0.1642,340,6,9,2012,6,2,525,0,0,0,0,0,1,1
12486,9/6/2012,1,0.7,0.6515,0.51,0.1045,466,6,9,2012,6,2,525,0,0,0,0,0,1,1
12487,9/6/2012,1,0.76,0.6667,0.35,0,569,6,9,2012,6,2,525,0,0,0,0,0,1,1
12488,9/6/2012,1,0.8,0.697,0.29,0.2537,531,6,9,2012,6,2,525,0,0,0,0,0,1,1
12489,9/6/2012,1,0.82,0.697,0.24,0.2836,585,6,9,2012,6,2,525,0,0,0,0,0,1,1
12490,9/6/2012,1,0.82,0.697,0.23,0.194,593,6,9,2012,6,2,525,0,0,0,0,0,1,1
12491,9/6/2012,1,0.84,0.7121,0.2,0.2985,555,6,9,2012,6,2,525,0,0,0,0,0,1,1
12492,9/6/2012,1,0.82,0.697,0.24,0.194,534,6,9,2012,6,2,525,0,0,0,0,0,1,1
12493,9/6/2012,1,0.84,0.7121,0.24,0,495,6,9,2012,6,2,525,0,0,0,0,0,1,1
12494,9/6/2012,1,0.82,0.697,0.24,0.2239,451,6,9,2012,6,2,525,0,0,0,0,0,1,1
12495,9/6/2012,1,0.8,0.697,0.29,0.1642,360,6,9,2012,6,2,525,0,0,0,0,0,1,1
12496,9/6/2012,1,0.76,0.6667,0.35,0.2239,363,6,9,2012,6,2,525,0,0,0,0,0,1,1
12497,9/6/2012,1,0.74,0.6515,0.4,0.194,316,6,9,2012,6,2,525,0,0,0,0,0,1,1
12498,9/6/2012,1,0.7,0.6515,0.58,0.1642,214,6,9,2012,6,2,525,0,0,0,0,0,1,1
12499,9/6/2012,1,0.68,0.6364,0.61,0.1642,230,6,9,2012,6,2,525,0,0,0,0,0,1,1
12500,10/6/2012,1,0.66,0.6212,0.69,0.1045,158,6,10,2012,7,2,526,0,0,0,0,0,0,1
12501,10/6/2012,1,0.64,0.6061,0.73,0.1343,116,6,10,2012,7,2,526,0,0,0,0,0,0,1
12502,10/6/2012,1,0.64,0.6061,0.69,0.1343,73,6,10,2012,7,2,526,0,0,0,0,0,0,1
12503,10/6/2012,1,0.64,0.6061,0.73,0.1045,29,6,10,2012,7,2,526,0,0,0,0,0,0,1
12504,10/6/2012,1,0.62,0.5909,0.78,0.0896,10,6,10,2012,7,2,526,0,0,0,0,0,0,1
12505,10/6/2012,1,0.62,0.6061,0.69,0.0896,13,6,10,2012,7,2,526,0,0,0,0,0,0,1
12506,10/6/2012,1,0.62,0.5909,0.73,0,30,6,10,2012,7,2,526,0,0,0,0,0,0,1
12507,10/6/2012,1,0.6,0.5758,0.78,0.1045,62,6,10,2012,7,2,526,0,0,0,0,0,0,1
12508,10/6/2012,1,0.64,0.6061,0.73,0.0896,181,6,10,2012,7,2,526,0,0,0,0,0,0,1
12509,10/6/2012,1,0.7,0.6515,0.58,0,266,6,10,2012,7,2,526,0,0,0,0,0,0,1
12510,10/6/2012,1,0.76,0.6818,0.4,0.1045,413,6,10,2012,7,2,526,0,0,0,0,0,0,1
12511,10/6/2012,1,0.76,0.6818,0.45,0.0896,499,6,10,2012,7,2,526,0,0,0,0,0,0,1
12512,10/6/2012,1,0.82,0.7121,0.3,0,502,6,10,2012,7,2,526,0,0,0,0,0,0,1
12513,10/6/2012,1,0.84,0.7273,0.28,0.1343,492,6,10,2012,7,2,526,0,0,0,0,0,0,1
12514,10/6/2012,1,0.84,0.7273,0.3,0.1343,500,6,10,2012,7,2,526,0,0,0,0,0,0,1
12515,10/6/2012,1,0.84,0.7273,0.3,0.2239,475,6,10,2012,7,2,526,0,0,0,0,0,0,1
12516,10/6/2012,1,0.84,0.7424,0.36,0.2836,508,6,10,2012,7,2,526,0,0,0,0,0,0,1
12517,10/6/2012,1,0.82,0.7424,0.41,0.2836,521,6,10,2012,7,2,526,0,0,0,0,0,0,1
12518,10/6/2012,1,0.82,0.7273,0.38,0.2239,490,6,10,2012,7,2,526,0,0,0,0,0,0,1
12519,10/6/2012,1,0.82,0.7121,0.28,0.2836,375,6,10,2012,7,2,526,0,0,0,0,0,0,1
12520,10/6/2012,1,0.76,0.6818,0.48,0.1642,363,6,10,2012,7,2,526,0,0,0,0,0,0,1
12521,10/6/2012,1,0.72,0.6818,0.62,0.1642,253,6,10,2012,7,2,526,0,0,0,0,0,0,1
12522,10/6/2012,1,0.7,0.6515,0.65,0.1642,159,6,10,2012,7,2,526,0,0,0,0,0,0,1
12523,10/6/2012,1,0.72,0.6667,0.58,0.1045,110,6,10,2012,7,2,526,0,0,0,0,0,0,1
12524,11/6/2012,1,0.7,0.6515,0.65,0.1045,41,6,11,2012,1,2,527,1,0,0,0,0,0,0
12525,11/6/2012,1,0.66,0.6212,0.74,0.1642,24,6,11,2012,1,2,527,1,0,0,0,0,0,0
12526,11/6/2012,1,0.66,0.6212,0.74,0.1045,17,6,11,2012,1,2,527,1,0,0,0,0,0,0
12527,11/6/2012,1,0.64,0.5909,0.78,0.1045,6,6,11,2012,1,2,527,1,0,0,0,0,0,0
12528,11/6/2012,1,0.64,0.5909,0.78,0.1343,7,6,11,2012,1,2,527,1,0,0,0,0,0,0
12529,11/6/2012,1,0.64,0.5909,0.78,0.1343,37,6,11,2012,1,2,527,1,0,0,0,0,0,0
12530,11/6/2012,1,0.62,0.5758,0.83,0.1045,144,6,11,2012,1,2,527,1,0,0,0,0,0,0
12531,11/6/2012,1,0.64,0.5909,0.78,0.1045,503,6,11,2012,1,2,527,1,0,0,0,0,0,0
12532,11/6/2012,1,0.66,0.6212,0.74,0.1343,651,6,11,2012,1,2,527,1,0,0,0,0,0,0
12533,11/6/2012,1,0.7,0.6515,0.65,0.1343,316,6,11,2012,1,2,527,1,0,0,0,0,0,0
12534,11/6/2012,1,0.72,0.6818,0.62,0.1642,147,6,11,2012,1,2,527,1,0,0,0,0,0,0
12535,11/6/2012,2,0.76,0.6818,0.48,0.2239,202,6,11,2012,1,2,527,1,0,0,0,0,0,0
12536,11/6/2012,2,0.8,0.7273,0.43,0.194,261,6,11,2012,1,2,527,1,0,0,0,0,0,0
12537,11/6/2012,2,0.8,0.7121,0.41,0.2985,248,6,11,2012,1,2,527,1,0,0,0,0,0,0
12538,11/6/2012,2,0.82,0.7273,0.34,0.2836,259,6,11,2012,1,2,527,1,0,0,0,0,0,0
12539,11/6/2012,1,0.8,0.7121,0.41,0.3582,259,6,11,2012,1,2,527,1,0,0,0,0,0,0
12540,11/6/2012,2,0.8,0.7121,0.41,0.4179,427,6,11,2012,1,2,527,1,0,0,0,0,0,0
12541,11/6/2012,2,0.8,0.7121,0.41,0.3582,800,6,11,2012,1,2,527,1,0,0,0,0,0,0
12542,11/6/2012,2,0.8,0.7273,0.43,0.2985,831,6,11,2012,1,2,527,1,0,0,0,0,0,0
12543,11/6/2012,2,0.76,0.6818,0.48,0.3284,596,6,11,2012,1,2,527,1,0,0,0,0,0,0
12544,11/6/2012,2,0.74,0.6667,0.48,0.2239,394,6,11,2012,1,2,527,1,0,0,0,0,0,0
12545,11/6/2012,2,0.72,0.6667,0.58,0.194,250,6,11,2012,1,2,527,1,0,0,0,0,0,0
12546,11/6/2012,2,0.72,0.6667,0.58,0.194,164,6,11,2012,1,2,527,1,0,0,0,0,0,0
12547,11/6/2012,2,0.7,0.6515,0.58,0.2239,80,6,11,2012,1,2,527,1,0,0,0,0,0,0
12548,12/6/2012,2,0.7,0.6515,0.58,0.2239,28,6,12,2012,2,2,528,0,1,0,0,0,0,0
12549,12/6/2012,2,0.68,0.6364,0.65,0.1642,16,6,12,2012,2,2,528,0,1,0,0,0,0,0
12550,12/6/2012,2,0.68,0.6364,0.65,0.194,6,6,12,2012,2,2,528,0,1,0,0,0,0,0
12551,12/6/2012,2,0.66,0.6212,0.69,0.2537,12,6,12,2012,2,2,528,0,1,0,0,0,0,0
12552,12/6/2012,3,0.6,0.5455,0.88,0.1642,4,6,12,2012,2,2,528,0,1,0,0,0,0,0
12553,12/6/2012,3,0.6,0.5455,0.88,0.1343,29,6,12,2012,2,2,528,0,1,0,0,0,0,0
12554,12/6/2012,2,0.6,0.5455,0.88,0.1343,136,6,12,2012,2,2,528,0,1,0,0,0,0,0
12555,12/6/2012,3,0.62,0.5606,0.88,0.2537,303,6,12,2012,2,2,528,0,1,0,0,0,0,0
12556,12/6/2012,2,0.62,0.5606,0.88,0.2239,613,6,12,2012,2,2,528,0,1,0,0,0,0,0
12557,12/6/2012,2,0.64,0.5758,0.89,0.2836,285,6,12,2012,2,2,528,0,1,0,0,0,0,0
12558,12/6/2012,3,0.64,0.5758,0.89,0.2836,125,6,12,2012,2,2,528,0,1,0,0,0,0,0
12559,12/6/2012,3,0.66,0.6061,0.83,0.3582,65,6,12,2012,2,2,528,0,1,0,0,0,0,0
12560,12/6/2012,3,0.66,0.6061,0.83,0.2537,95,6,12,2012,2,2,528,0,1,0,0,0,0,0
12561,12/6/2012,3,0.66,0.6061,0.83,0.194,59,6,12,2012,2,2,528,0,1,0,0,0,0,0
12562,12/6/2012,3,0.64,0.5758,0.89,0.2537,60,6,12,2012,2,2,528,0,1,0,0,0,0,0
12563,12/6/2012,3,0.66,0.5909,0.89,0.194,116,6,12,2012,2,2,528,0,1,0,0,0,0,0
12564,12/6/2012,2,0.66,0.5909,0.89,0.2836,239,6,12,2012,2,2,528,0,1,0,0,0,0,0
